X;Y;facility_id;facility_name;facility_other_names;sub_site_name;sub_site_other_names;facility_type;primary_commodity;commodities_products;facility_equipment;production_start;production_end;activity_status;activity_status_year;surface_area_sq_km;concession_area_sq_km;country;GID_0;GID_1;GID_2;GID_3;GID_4;source_id;comment;;;;;
-116.4205789;41.03779201;COM00488.00;Goldstrike;;;;Mine, Refinery;Gold;Gold;Open pit, Underground, Roaster, Autoclaves;;;;;;;United States of America;USA;USA.29_1;USA.29.5_1 ;;;;;;;;;
147.9681109;-21.82146719;COM00489.00;Goonyella Riverside;;;;Mine;Coal;Metallurgical bituminous coal, Thermal bituminous coal;Open pit;1971;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1135;Goonyella merged with Riverside Mine in 1989;;;;;
147.9770098;-21.75889177;COM00489.00;Goonyella Riverside;;;;Mine;Coal;Metallurgical bituminous coal, Thermal bituminous coal;Open pit;1971;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1135;Goonyella merged with Riverside Mine in 1989;;;;;
127.8087693;1.570999326;COM00490.00;Gosowong;Toguraci;;;Mine;Gold;Gold, Silver;Underground, Open pit;;;;;;;Indonesia;IDN;IDN.18_1;IDN.18.5_1;IDN.18.5.5_1;IDN.18.5.5.1_1;det_1096;;;;;;
136.8396245;-12.26284185;COM00491.00;Gove;;;;Mine, Refinery;Aluminium;Bauxite, Alumina;Open pit;1970;;;;;;Australia;AUS;AUS.6_1;AUS.6.7_1;;;det_1065;Refinery closed in 2014;;;;;
-70.92976857;48.30647962;COM00493.00;Grande-Baie;;;;Smelter;Processing;Aluminium;;1980;;;;;;Canada;CAN;CAN.11_1;CAN.11.53_1;CAN.11.53.6_1;;det_1065;;;;;;
-90.1455547;38.69915626;COM00494.00;Granite City Works;;;;Refinery, Smelter;Processing;Steel;Blast furnace;;;;;;;United States of America;USA;USA.14_1;USA.14.58_1;;;det_1259;;;;;;
122.4201827;-28.81088062;COM00495.00;Granny Smith;;;;Mine;Other mine;Gold;;;;;;;;Australia;AUS;AUS.11_1;AUS.11.71_1;;;det_1039;;;;;;
137.1125845;-4.059700291;COM00496.00;Grasberg;;;;Mine;Copper;Copper, Gold, Silver;Open pit, Underground;1967;;;;;;Indonesia;IDN;IDN.23_1;IDN.23.17_1;IDN.23.17.12_1;IDN.23.17.12.6_1;det_1071;;;;;;
-83.13666189;42.25731107;COM00497.00;Great Lakes Works;;;;Refinery, Smelter;Processing;Steel;Blast furnace;;;;;;;United States of America;USA;USA.23_1;USA.23.86_1;;;det_1256;;;;;;
26.7851227;-26.95970937;COM00498.00;Great Noligwa;;;;Mine;Gold;Gold;;;;;;;;South Africa;ZAF;ZAF.2_1;ZAF.2.1_1;ZAF.2.1.3_1;ZAF.2.1.3.17_1;det_1057;;;;;;
-80.64903186;38.02615088;COM00499.00;Greenbrier;;;;Mine;Coal;Pulverized Coal Injection, Thermal coal;;;;;;;;United States of America;USA;USA.49_1;USA.49.13_1;;;det_1426;;;;;;
-134.6392364;58.08235933;COM00500.00;Greens Creek;;;;Mine;Silver;Gold, Lead, Silver, Zinc;;;;;;;;United States of America;USA;USA.2_1;USA.2.10_1;;;det_1073;;;;;;
29.18021912;-25.95826633;COM00501.00;Greenside;;;;Mine;Coal;Thermal coal;;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.3_1;ZAF.6.3.3_1;ZAF.6.3.3.11_1;det_1103;;;;;;
148.3921356;-23.15178097;COM00502.00;Gregory;;;;Mine;Coal;Thermal bituminous coal, Metallurgical coal;Open pit;1979;2012;;;;;Australia;AUS;AUS.7_1;AUS.7.16_1;;;det_1135;;;;;;
148.3217332;-23.20878839;COM00502.00;Gregory;;;;Mine;Coal;Thermal bituminous coal, Metallurgical coal;Open pit;1979;2012;;;;;Australia;AUS;AUS.7_1;AUS.7.16_1;;;det_1135;;;;;;
116.3204508;-33.39891046;COM00503.00;Griffin;;;;Mine;Coal;Thermal coal;;1927;;;;;;Australia;AUS;AUS.11_1;AUS.11.27_1;;;det_1548;;;;;;
27.56923531;-23.65653673;COM00504.00;Grootegeluk;;;;Mine;Coal;Metallurgical coal, Thermal coal;Open cut;;;;;;;South Africa;ZAF;ZAF.5_1;ZAF.5.5_1;ZAF.5.5.2_1;ZAF.5.5.2.5_1;det_1549;;;;;;
148.0118053;-21.97419971;COM00505.00;Grosvenor;;;;Mine;Coal;Metallurgical coal;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1115;;;;;;
-68.6287007;-29.69755457;COM00506.00;Gualcamayo;;;;Mine;Gold;Gold;Open pit, Underground;2009;;;;;;Argentina;ARG;ARG.18_1;ARG.18.8_1;;;det_1213;;;;;;
-69.522433;-25.10819737;COM00507.00;Guanaco and Amancaya;Guanaco, Amancaya;;;Mine;Gold;Gold, Silver;Open pit, Underground, agitation leach plant;;;;;;;Chile;CHL;CHL.2_1;CHL.2.1_1;CHL.2.1.4_1;;det_1468;;;;;;
-14.41767214;19.75385014;COM00508.00;Guelb Moghrein;;;;Mine, Smelter;Copper;Copper, Gold;;;;;;;;Mauritania;MRT;MRT.9_1;MRT.9.1_1;;;det_1089;;;;;;
106.6121484;26.79780667;COM00509.00;Guizhou;;;;Mine, Refinery, Smelter;Aluminium;Bauxite, Alumina, Aluminium;Open pit, Underground;1978;;active;2019;;;China;CHN;CHN.8_1;CHN.8.3_1;CHN.8.3.1_1 ;;;;;;;;
106.4488877;26.69851675;COM00509.00;Guizhou;;;;Mine, Refinery, Smelter;Aluminium;Bauxite, Alumina, Aluminium;Open pit, Underground;1978;;active;2019;;;China;CHN;CHN.8_1;CHN.8.3_1;CHN.8.3.1_1 ;;;;;;;;
106.6624292;26.68426001;COM00509.00;Guizhou;;;;Mine, Refinery, Smelter;Aluminium;Bauxite, Alumina, Aluminium;Open pit, Underground;1978;;active;2019;;;China;CHN;CHN.8_1;CHN.8.3_1;CHN.8.3.1_1 ;;;;;;;;
150.194269;-30.63163379;COM00512.00;Gunnedah;;;;Mine, Refinery;Coal;Coal;Open cut;2002;;active;2020;;;Australia;AUS;AUS.5_1;AUS.5.59_1 ;;;;;;;;;
150.2474296;-30.76482639;COM00512.00;Gunnedah;;;;Mine, Refinery;Coal;Coal;Open cut;2002;;active;2020;;;Australia;AUS;AUS.5_1;AUS.5.59_1 ;;;;;;;;;
150.1246093;-30.97540352;COM00512.00;Gunnedah;;;;Mine, Refinery;Coal;Coal;Open cut;2002;;active;2020;;;Australia;AUS;AUS.5_1;AUS.5.59_1 ;;;;;;;;;
150.2028613;-30.9478432;COM00512.00;Gunnedah;;;;Mine, Refinery;Coal;Coal;Open cut;2002;;active;2020;;;Australia;AUS;AUS.5_1;AUS.5.59_1 ;;;;;;;;;
150.1735422;-30.73711117;COM00512.00;Gunnedah;;;;Mine, Refinery;Coal;Coal;Open cut;2002;;active;2020;;;Australia;AUS;AUS.5_1;AUS.5.59_1 ;;;;;;;;;
-80.06000573;39.68967135;COM00514.00;Guston Run;Patriot Mining Company;;;Mine;Coal;Coal;Surface;;2012;;;;;United States of America;USA;USA.49_1;USA.49.31_1;;;det_1405;;;;;;
148.3657226;-21.49025337;COM00515.00;Hail Creek;;;;Mine;Coal;Thermal coal, Hard coking coal;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1065;;;;;;
-80.5392379;34.59772873;COM00516.00;Haile;HGM;;;Mine;Gold;Gold;Open Pit, Underground;1837;;;;;;United States of America;USA;USA.41_1;USA.41.29_1;;;det_1359;;;;;;
127.3567867;-18.40864448;COM00517.00;Halls Creek;Nicolsons;;;Mine;Gold;Gold;Underground;2015;;;;;;Australia;AUS;AUS.11_1;AUS.11.55_1;;;det_1494;;;;;;
117.7798508;-23.30184672;COM00518.00;Hamersley - Channar;;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1;;;det_1069;;;;;;
117.6930511;-23.26343678;COM00519.00;Hamersley - Eastern Range;;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1;;;det_1069;;;;;;
117.3504559;-22.42162426;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
117.179426;-22.58876814;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
117.290846;-22.30946955;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
118.1215149;-22.63651543;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
117.7700068;-22.74941176;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
117.3608494;-22.41786951;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
117.6030995;-23.23638076;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
117.590875;-22.66238857;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
119.2338942;-22.77283994;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
119.0233615;-22.51215439;COM00520.00;Hamersley Mines;Hamersley, Hamersley Iron;;;Mine;Iron;Iron ore;Open Pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.3_1 ;;;;;;;;;
-88.61150269;38.17277699;COM00521.00;Hamilton Complex;Hamilton County Coal;;;Mine;Coal;Coal;Underground;2013;;;;;;United States of America;USA;USA.14_1;USA.14.33_1;;;det_1411;;;;;;
-79.82240472;43.27028995;COM00522.00;Hamilton Works;Stelco Hamilton, Stelco Hamilton Works;;;Refinery, Smelter;Processing;Steel;Coke battery;;;;;;;Canada;CAN;CAN.9_1;CAN.9.16_1;CAN.9.16.1_1;;det_1261;;;;;;
-72.3579542;-14.16535867;COM00523.00;Haquira;;;;Mine;Other mine;Copper, Gold, Molybdenum, Silver;;;;Advanced exploration;2018;;;Peru;PER;PER.3_1;PER.3.6_1;PER.3.6.1_1;;det_1089;;;;;;
78.07249429;29.96803088;COM00524.00;Haridwar;;;;Smelter, Refinery;Processing;Refined Zinc, Refined Lead;Zinc ingot refining plant, Lead ingot refining plant;;;;;;;India;IND;IND.35_1;IND.35.7_1;IND.35.7.1_1;;det_1307;;;;;;
22.12615258;61.31679647;COM00525.00;Harjavalta;Pori;;;Smelter;Processing;Copper, Nickel, Gold, Silver, Sulphuric acid;;;;;;;;Finland;FIN;FIN.5_1;FIN.5.7_1;FIN.5.7.2_1;FIN.5.7.2.1_1;det_1124;;;;;;
-110.67676;41.41313276;COM00526.00;Haystack;;;;Mine;Other mine;Sub-bituminous coal;;;;;;;;United States of America;USA;USA.51_1;USA.51.21_1;;;det_1427;;;;;;
-83.18906662;37.38183223;COM00527.00;Hazard;ICG Hazard;;;Mine;Coal;Thermal coal;Surface;;;;;;482.39048;United States of America;USA;USA.18_1;USA.18.97_1;;;det_1403;;;;;;
-85.923944;48.69588903;COM00529.00;Hemlo;Williams;;;Mine;Gold;Gold;Open pit, Underground;;;;;;;Canada;CAN;CAN.9_1;CAN.9.48_1;CAN.9.48.31_1;;det_1030;;;;;;
-105.8374706;39.76981593;COM00530.00;Henderson;;;;Mine;Other (poly)-metallic;Molybdenum;Open pit;1976;;;;67.58323;;United States of America;USA;USA.6_1;USA.6.11_1;;;det_1167;;;;;;
145.5511474;-41.87471767;COM00531.00;Henty;;;;Mine;Other mine;Gold;;;;;;;;Australia;AUS;AUS.9_1;AUS.9.29_1;;;det_1041;;;;;;
-103.7636752;28.03336353;COM00532.00;Hercules;MINOSA, Hercules Unit;;;Mine;Iron;Iron ore;Open pit, Underground;;;;;;;Mexico;MEX;MEX.7_1;MEX.7.34_1;;;det_1371;Hercules Unit currently operates 7 iron ore pits and two underground mines;;;;;
-112.8618622;31.14766743;COM00533.00;Herradura;La Herradura;;;Mine;Gold;Gold, Silver;Open pit, Heap leach, Merrill-Crowe, Dynamic leaching plant;1997;;;;;;Mexico;MEX;MEX.26_1;MEX.26.48_1;;;det_1125;;;;;;
-92.95744882;47.47964875;COM00534.00;Hibbing;Hibbing Taconite;;;Mine;Iron;Iron;Open pit;1976;;;;;;United States of America;USA;USA.24_1;USA.24.70_1;;;det_1218;;;;;;
146.6728293;-7.458704074;COM00535.00;Hidden Valley;;;;Mine;Gold;Gold, Silver;Open pit;;;;;;;Papua New Guinea;PNG;PNG.14_1;PNG.14.1_1;;;det_1097;;;;;;
121.7216749;-31.73119413;COM00536.00;Higginsville Gold Operations;HGO;;;Mine;Gold;Gold;Open pit, Underground;;;;;;;Australia;AUS;AUS.11_1;AUS.11.28_1;;;det_1440;;;;;;
-87.77780264;37.73549968;COM00537.00;Highland;Camps/ Highland, Camp;;;Mine;Coal;Thermal coal;Underground;;;;;;;United States of America;USA;USA.18_1;USA.18.113_1;;;det_1397;;;;;;
-121.0427056;50.48618323;COM00538.00;Highland Valley Copper;;;;Mine;Copper;Copper, Molybdenum;;;;;;;;Canada;CAN;CAN.2_1;CAN.2.28_1;CAN.2.28.35_1;;det_1080;;;;;;
-114.7111484;53.52778853;COM00539.00;Highvale;Sundance;;;Mine;Coal;Thermal coal;;1970;;;;;;Canada;CAN;CAN.1_1;CAN.1.2_1;CAN.1.2.30_1;;det_1429;;;;;;
32.03519198;-28.7660777;COM00540.00;Hillside;;;;Smelter;Processing;Aluminium;;;;;;;;South Africa;ZAF;ZAF.4_1;ZAF.4.10_1;ZAF.4.10.5_1;ZAF.4.10.5.12_1;det_1147;;;;;;
125.7154057;9.776895363;COM00541.00;Hinatuan;Tagana-an Nickel Project;;;Mine;Other (poly)-metallic;Nickel;;;;;;;;Philippines;PHL;PHL.74_1;PHL.74.20_1;PHL.74.20.40_1;;det_1444;;;;;;
-79.7404022;48.51313013;COM00543.00;Holt-McDermott;;;;Mine;Gold;Gold;;;;;;;;Canada;CAN;CAN.9_1;CAN.9.5_1;CAN.9.5.2_1;;det_1044;;;;;;
119.123468;-22.9550963;COM00544.00;Hope Downs;;;;Mine;Iron;Iron ore;Open Pit;2007;;;;;;Australia;AUS;AUS.11_1;AUS.11.46_1;;;det_1078;;;;;;
119.5686193;-23.14809905;COM00544.00;Hope Downs;;;;Mine;Iron;Iron ore;Open Pit;2007;;;;;;Australia;AUS;AUS.11_1;AUS.11.46_1;;;det_1078;;;;;;
-107.4469677;38.92657251;COM00545.00;Hopkins Complex;Hopkins County Coal, Elk Creek;;;Mine;Coal;Coal;Underground;;2016;;;;;United States of America;USA;USA.6_1;USA.6.27_1;;;det_1411;;;;;;
22.85336;-27.10857;COM00546.00;Hotazel;;;;Mine;Other mine;Manganese;Underground, Open Pit;;;;;;;South Africa;ZAF;ZAF.8_1;ZAF.8.2_1;ZAF.8.2.3_1;ZAF.8.2.3.10_1;det_1127;;;;;;
22.99116875;-27.39048762;COM00546.00;Hotazel;;;;Mine;Other mine;Manganese;Underground, Open Pit;;;;;;;South Africa;ZAF;ZAF.8_1;ZAF.8.2_1;ZAF.8.2.3_1;ZAF.8.2.3.10_1;det_1127;;;;;;
-76.4114339;-11.00544627;COM00547.00;Huaron;;;;Mine;Silver;Silver, Gold, Zinc, Lead, Copper;Underground;;;;;;293.44;Peru;PER;PER.20_1;PER.20.3_1;PER.20.3.4_1;;det_1380;;;;;;
-79.98719323;39.67532439;COM00549.00;Humphrey;;;;Mine;Coal;Coal;Underground;1956;2002;;;;;United States of America;USA;USA.49_1;USA.49.31_1;;;det_1425;;;;;;
22.9204762;45.78729674;COM00550.00;Hunedoara steel plant;;;;Smelter, Refinery;Processing;Steel;Electric arc furnace, ladle furnace, continuous caster, section rolling mill;;;;;;;Romania;ROU;ROU.23_1;ROU.23.34_1;;;det_1221;;;;;;
150.9785949;-32.44755903;COM00551.00;Hunter Valley Operations;Hunter Valley Operations (HVO), HVO, HVO JV, JVMC, West Pit, Howick, Hunter Valley No. 1, Lemington;;;Mine;Coal;Thermal coal, Semi-soft coking coal;Open cut;;;;;;;Australia;AUS;AUS.5_1;AUS.5.118_1;;;det_1487;;;;;;
119.6126863;45.53253396;COM00552.00;Huolinhe Holingol;;;;Mine;Coal;Coal;Open pit;;;;;;;China;CHN;CHN.19_1;CHN.19.8_1;CHN.19.8.3_1 ;;;;;;;;
119.5888258;45.4992744;COM00552.00;Huolinhe Holingol;;;;Mine;Coal;Coal;Open pit;;;;;;;China;CHN;CHN.19_1;CHN.19.8_1;CHN.19.8.3_1 ;;;;;;;;
119.4124452;45.37305971;COM00552.00;Huolinhe Holingol;;;;Mine;Coal;Coal;Open pit;;;;;;;China;CHN;CHN.19_1;CHN.19.8_1;CHN.19.8.3_1 ;;;;;;;;
-2.043506;5.242686926;COM00553.00;Iduapriem;;;;Mine;Gold;Gold;Open pit;;;;;;;Ghana;GHA;GHA.10_1;GHA.10.13_1;;;det_1057;;;;;;
150.7417001;-34.47342193;COM00554.00;Illawarra;;;;Mine;Coal;Thermal coal, Metallurgical coal;;;;;;;;Australia;AUS;AUS.5_1;AUS.5.149_1;;;det_1136;;;;;;
-71.36012618;-17.4974386;COM00555.00;ILO;;;;Refinery, Smelter;Processing;Blister anode, Copper anode, Copper cathode, Silver;;;;;;;;Peru;PER;PER.19_1;PER.19.2_1;PER.19.2.3_1;;det_1023;;;;;;
-77.63555891;36.62210686;COM00557.00;Iluka Virginia;;;;Mine, Refinery;Iron;Zircon, Ilmenite;;;;;;;;United States of America;USA;USA.47_1;USA.47.55_1;;;det_1473;;;;;;
115.5360041;-30.75313933;COM00558.00;Iluka Western Australia;;;;Mine, Refinery;Iron;Zircon, Rutile, Ilmenite, Refined Zircon, Refined Rutile, Monazite, Synthetic Rutile;Open pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.20_1 ;;;;;;;;;
114.6781006;-28.81728311;COM00558.00;Iluka Western Australia;;;;Mine, Refinery;Iron;Zircon, Rutile, Ilmenite, Refined Zircon, Refined Rutile, Monazite, Synthetic Rutile;Open pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.20_1 ;;;;;;;;;
115.2969611;-29.89437892;COM00558.00;Iluka Western Australia;;;;Mine, Refinery;Iron;Zircon, Rutile, Ilmenite, Refined Zircon, Refined Rutile, Monazite, Synthetic Rutile;Open pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.20_1 ;;;;;;;;;
115.5878398;-33.51190522;COM00558.00;Iluka Western Australia;;;;Mine, Refinery;Iron;Zircon, Rutile, Ilmenite, Refined Zircon, Refined Rutile, Monazite, Synthetic Rutile;Open pit;;;;;;;Australia;AUS;AUS.11_1;AUS.11.20_1 ;;;;;;;;;
37.55291663;47.16800159;COM00559.00;Ilyich Steel;PrJSC Ilyich Iron and Steel Works;;;Refinery, Smelter;Processing;Iron, Steel;Sinter plant, Blast furnace;;;;;;;Ukraine;UKR;UKR.6_1;UKR.6.23_1;;;det_1229;;;;;;
-101.1512942;23.13467763;COM00560.00;IMMSA - Charcas;;;;Mine;Zinc;Zinc, Lead, Copper;;1911;;;;;;Mexico;MEX;MEX.24_1;MEX.24.11_1;;;det_1016;;;;;;
-103.746493;23.66383173;COM00561.00;IMMSA - San Martin;;;;Mine;Copper;Zinc, Lead, Copper;Underground, Flotation plant;;;;;;;Mexico;MEX;MEX.32_1;MEX.32.41_1;;;det_1019;;;;;;
-105.8038917;26.82504214;COM00562.00;IMMSA - Santa Barbara;;;;Mine;Zinc;Zinc, Lead, Copper;Underground, Flotation plant;;;;;;;Mexico;MEX;MEX.6_1;MEX.6.44_1 ;;;;;;;;;
-105.8150344;26.81430536;COM00562.00;IMMSA - Santa Barbara;;;;Mine;Zinc;Zinc, Lead, Copper;Underground, Flotation plant;;;;;;;Mexico;MEX;MEX.6_1;MEX.6.44_1 ;;;;;;;;;
-105.8314409;26.82049633;COM00562.00;IMMSA - Santa Barbara;;;;Mine;Zinc;Zinc, Lead, Copper;Underground, Flotation plant;;;;;;;Mexico;MEX;MEX.6_1;MEX.6.44_1 ;;;;;;;;;
-105.8164786;28.60349792;COM00563.00;IMMSA - Santa Eulalia;;;;Mine;Zinc;Zinc, Lead;;;;;;;;Mexico;MEX;MEX.6_1;MEX.6.4_1;;;det_1017;;;;;;
-99.58917256;19.16798068;COM00564.00;IMMSA - Taxco;;;;Mine;Zinc;Zinc, Lead;Underground, Flotation;1918;;stopped 31.12.2013;;;;Mexico;MEX;MEX.15_1;MEX.15.57_1;;;det_1015;;;;;;
28.88543061;-26.64073627;COM00565.00;Impumelelo;;;;Mine;Coal;Coal;Underground;2015;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.2_1;ZAF.6.2.2_1;ZAF.6.2.2.6_1;det_1581;Part of Sasol Secunda Synfuels Complex;;;;;
29.23126369;-26.10814763;COM00566.00;Impunzi;iMpunzi, ATCOM/ATCOM East;;;Mine;Coal;Thermal coal;;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.3_1;ZAF.6.3.3_1;ZAF.6.3.3.26_1;det_1267;;;;;;
124.7807586;56.96245667;COM00567.00;Inaglinskiy;;;;Mine;Coal;Coking coal;Open pit;2016;;;;;;Russian Federation;RUS;RUS.60_1;RUS.60.18_1;RUS.60.18.1_1;;det_1566;;;;;;
-87.44904919;41.65491232;COM00568.00;Indiana Harbor;;;;Smelter, Refinery;Processing;Steel, hot-rolled sheet, cold-rolled sheet, hot dip galvanized sheet;Sintering plant, blast furnace, basic oxygen furnaces, slab casters, hot strip mill, tandem mill, temper mill, hot dip galvanizing line, aluminizing line;;;;;;;United States of America;USA;USA.15_1;USA.15.45_1;;;det_1218;;;;;;
33.21969887;47.6799793;COM00569.00;Ingulets GOK;InGOK, JSC Ingulets Mining and Processing Works;;;Mine;Iron;Iron;Open pit;1965;;;;;;Ukraine;UKR;UKR.5_1;UKR.5.23_1;;;det_1224;;;;;;
-122.7025093;48.84846864;COM00570.00;Intalco Aluminium Smelter;;;;Smelter;Processing;Aluminium;;;;;;;;United States of America;USA;USA.48_1;USA.48.37_1;;;det_1270;;;;;;
151.1307373;-32.46474067;COM00571.00;Integra Coal;;;;Mine;Coal;Thermal coal, Metallurgical coal;Open Pit, Underground;;;;;;;Australia;AUS;AUS.5_1;AUS.5.118_1;;;det_1162;;;;;;
29.22706297;-25.7744644;COM00572.00;Inyanda;;;;Mine;Coal;Thermal coal;Open pit;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.3_1;ZAF.6.3.3_1;ZAF.6.3.3.4_1;det_1551;;;;;;
-42.54398567;-19.48644993;COM00573.00;Ipatinga;Intendente Câmara Plant, Usiminas;;;Refinery, Smelter;Processing;Crude steel;;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.360_1;BRA.13.360.2_1;;det_1365;;;;;;
95.31396644;55.72658851;COM00574.00;Irbeysky;;;;Mine;Coal;Coal;Open pit;;;;;;;Russian Federation;RUS;RUS.35_1;RUS.35.24_1;RUS.35.24.1_1;;det_1570;;;;;;
104.0859565;52.19193904;COM00575.00;Irkutsk Aluminium Smelter;IrkAZ;;;Smelter;Processing;Aluminium, Aluminium strips, Aluminium alloys, Aluminium bars, wire rod;;1962;;;;;;Russian Federation;RUS;RUS.18_1;RUS.18.30_1;RUS.18.30.1_1;;det_1297;;;;;;
-66.8968811;52.95122523;COM00576.00;Iron Ore Company of Canada Labrador City;;;;Mine;Iron;Iron ore;;;;;;;;Canada;CAN;CAN.5_1;CAN.5.1_1;CAN.5.1.6_1;;det_1065;;;;;;
119.3280271;-22.71559777;COM00577.00;Iron Valley;;;;Mine;Iron;Iron;;2015;;;;;;Australia;AUS;AUS.11_1;AUS.11.46_1;;;det_1238;;;;;;
82.35158207;50.23738479;COM00578.00;Irtyshsky;;;;Mine;Copper;Copper, Zinc, Gold, Silver;Underground;;;;;;;Kazakhstan;KAZ;KAZ.5_1;KAZ.5.5_1;;;det_1120;Had own concentrating facilities until 2013, from then onwards until 2019 its ore was processed at the Belousovsky concentrator, and from 2019 onwards it is processed at the Nikolayevsky concentrator.;;;;;
148.1238101;-21.97671919;COM00579.00;Isaac Plains;;;;Mine;Coal;Thermal coal, Metallurgical coal;Open pit;;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1162;;;;;;
-22.03301446;64.04630584;COM00580.00;ISAL;;;;Smelter;Processing;Aluminium;;1969;;;;;;Iceland;ISL;ISL.3_1;ISL.3.3_1;;;det_1065;;;;;;
-73.39670238;-15.80746407;COM00581.00;Ishihuinca;;;;Mine;Gold;Gold, Copper, Zinc, Lead;Underground;;;;;;;Peru;PER;PER.4_1;PER.4.3_1;PER.4.3.6_1;;det_1345;;;;;;
29.2102634;-26.4350541;COM00582.00;Isibonelo;;;;Mine;Coal;Thermal coal;;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.2_1;ZAF.6.2.3_1;ZAF.6.2.3.7_1;det_1103;;;;;;
-43.21815506;-19.60087623;COM00583.00;Itabira;;;;Mine;Gold;Iron, Gold;Open Pit, Benefication Plant;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.364_1;BRA.13.364.2_1;;det_1159;Part of Vale's Southeastern System;;;;;
-43.26042994;-19.65520362;COM00583.00;Itabira;;;;Mine;Gold;Iron, Gold;Open Pit, Benefication Plant;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.364_1;BRA.13.364.2_1;;det_1159;Part of Vale's Southeastern System;;;;;
-44.45005467;-20.16571272;COM00584.00;Itatiaiucu;;;;Mine;Iron;Iron ore;Open pit;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.384_1;BRA.13.384.2_1;;det_1364;;;;;;
-81.41762311;37.57358594;COM00585.00;Itmann No. 5 Mine;;;;Mine;Other mine;Metallurgical coal;Underground;;;in development;2019;;;United States of America;USA;USA.49_1;USA.49.55_1;;;det_1415;;;;;;
40.94225;23.85102803;COM00586.00;Jabal Sayid;;;;Mine;Copper;Copper;;2016;;;;;;Saudi Arabia;SAU;SAU.5_1;;;;det_1034;;;;;;
132.2226446;-30.90804058;COM00587.00;Jacinth-Ambrosia;Jacinth, Ambrosia;;;Mine, Refinery;Iron;Zircon, Rutile, Ilmenite;Open pit;2009;;;;;;Australia;AUS;AUS.8_1;AUS.8.61_1;;;det_1471;;;;;;
-40.5202178;-11.25832357;COM00588.00;Jacobina;;;;Mine;Gold;Gold;Underground;1983;;;;;;Brazil;BRA;BRA.5_1;BRA.5.209_1;BRA.5.209.4_1;;det_1208;;;;;;
-77.41374092;17.93606323;COM00589.00;Jamalco;;;;Mine, Refinery;Aluminium;Bauxite, Alumina;Open pit;1963;;;;;;Jamaica;JAM;JAM.1_1 ;;;;;;;;;;
-77.41627949;17.97972979;COM00589.00;Jamalco;;;;Mine, Refinery;Aluminium;Bauxite, Alumina;Open pit;1963;;;;;;Jamaica;JAM;JAM.1_1 ;;;;;;;;;;
