X;Y;facility_id;facility_name;facility_other_names;sub_site_name;sub_site_other_names;facility_type;primary_commodity;commodities_products;facility_equipment;production_start;production_end;activity_status;activity_status_year;surface_area_sq_km;concession_area_sq_km;country;GID_0;GID_1;GID_2;GID_3;GID_4;source_id;comment;;;;;
29.167017;-25.91843779;COM00640.02;Khwezela;;Landau;;Mine;Coal;Thermal coal;;;;;;;;South Africa;ZAF;;;;;det_1103;;;;;;
104.1355793;56.55961287;COM00670.01;Korshunov;;Korshunovsky;;Mine;Iron;Iron ore;Open pit;1965;;;;;4.3;Russian Federation;RUS;;;;;det_1561;;;;;;
103.6806507;57.2598424;COM00670.02;Korshunov;;Rudnogorsky;;Mine;Iron;Iron ore;Open pit;1984;;;;;5.3;Russian Federation;RUS;;;;;det_1561;;;;;;
86.05940633;54.59809576;COM00672.01;Kostromovskaya;;Kostromovskaya;;Mine;Coal;Coking coal;Underground;2008;;;;;;Russian Federation;RUS;;;;;det_1568;;;;;;
86.33970962;54.32470686;COM00672.02;Kostromovskaya;;Chertinskaya-Koksovaya;;Mine;Coal;Coking coal;Underground;2018;;;;;;Russian Federation;RUS;;;;;det_1568;;;;;;
39.68411305;48.38978633;COM00675.01;Krasnodon Coal;;Molodogvardeysk;;Mine;Coal;Coking coal;Underground;;;;;;;Ukraine;UKR;;;;;det_1230;;;;;;
39.58751054;48.38208593;COM00675.02;Krasnodon Coal;;Samsonivska-Zakhidna;;Mine;Coal;Coking coal;Underground;;;;;;;Ukraine;UKR;;;;;det_1230;;;;;;
39.72760836;48.36250087;COM00675.03;Krasnodon Coal;;Duvanna;;Mine;Coal;Coking coal;Underground;;;;;;;Ukraine;UKR;;;;;det_1230;;;;;;
94.53198246;55.22163696;COM00678.01;Krasnoyarskkraiugol;;Sayano-Partizanskiy;;Mine;Coal;Coal;Open pit;1991;;;;;;Russian Federation;RUS;;;;;det_1572;;;;;;
96.14488971;56.69509296;COM00678.02;Krasnoyarskkraiugol;;Abanskiy;;Mine;Coal;Coal;Open pit;;;;;;;Russian Federation;RUS;;;;;det_1572;;;;;;
94.70022521;55.62790282;COM00678.03;Krasnoyarskkraiugol;;Pereyaslovskiy;;Mine;Coal;Coal;Open pit;;;;;;87;Russian Federation;RUS;;;;;det_1572;;;;;;
86.09278769;55.55332014;COM00687.01;Kuzbassrazrezugol;;Kedrovsky;;Mine;Coal;Coking coal;Open pit;;;;;;;Russian Federation;RUS;;;;;det_1565;;;;;;
86.4175526;54.59379455;COM00687.02;Kuzbassrazrezugol;;Mokhovsky;;Mine;Coal;Coking coal;Open pit;;;;;;;Russian Federation;RUS;;;;;det_1565;;;;;;
86.19446348;54.27375558;COM00687.03;Kuzbassrazrezugol;;Bachatsky;;Mine;Coal;Coking coal;Open pit;;;;;;;Russian Federation;RUS;;;;;det_1565;;;;;;
86.49568517;54.1420341;COM00687.04;Kuzbassrazrezugol;;Krasnobrodsky;;Mine;Coal;Coking coal;Open pit;;;;;;;Russian Federation;RUS;;;;;det_1565;;;;;;
87.18589068;54.17871265;COM00687.05;Kuzbassrazrezugol;;Taldinsky;;Mine;Coal;Coking coal;Open pit;;;;;;;Russian Federation;RUS;;;;;det_1565;;;;;;
87.42020357;53.41571204;COM00687.06;Kuzbassrazrezugol;;Kaltansky;;Mine;Coal;Coking coal;Open pit;;;;;;;Russian Federation;RUS;;;;;det_1565;;;;;;
86.37624397;54.61767497;COM00687.07;Kuzbassrazrezugol;;Baykaimskaya;;Mine;Coal;Coking coal;Underground;;;;;;;Russian Federation;RUS;;;;;det_1565;;;;;;
-109.6349834;30.49108813;COM00693.04;La Caridad;;La Caridad Processing;;Smelter, Refinery;Copper;;;;;;;;;Mexico;MEX;;;;;det_1014;;;;;;
-109.5562562;30.33178477;COM00693.05;La Caridad;;La Caridad Mine;;Refinery;Copper;;;;;;;;;Mexico;MEX;;;;;det_1014;;;;;;
-80.05848977;39.19982733;COM00716.01;Leer South/Sentinel;;Sentinel;Philippi Development Division;Mine;Coal;Metallurgical coal;;;;;;;;United States of America;USA;;;;;det_1399;;;;;;
110.858597;37.410528;COM00726.01;Liliu;;Shaqu No.1;;Mine;Coal;Coal;Underground;;;;;;;China;CHN;;;;;det_1579;;;;;;
110.862729;37.41191765;COM00726.02;Liliu;;Shaqu No.2;;Mine;Coal;Coal;Underground;;;;;;;China;CHN;;;;;det_1579;;;;;;
110.9251453;37.33689851;COM00726.03;Liliu;;Liliu;;Mine;Coal;Coal;Underground;;;;;;;China;CHN;;;;;det_1579;;;;;;
20.71939533;67.18928398;COM00732.01;LKAB Southern Division;;Malmberget;;Mine;Iron;Iron;Underground;;;;;;;Sweden;SWE;;;;;det_1232;;;;;;
21.01879753;67.63896631;COM00732.02;LKAB Southern Division;;Svappavaara;Leveäniemi, Gruvberget;Mine;Iron;Iron;Open pit;;;;;;;Sweden;SWE;;;;;det_1232;;;;;;
-70.70110832;-33.14582757;COM00744.01;Los Bronces;;Las Tortolas;;Concentrator;Copper;;;;;;;;;Chile;CHL;;;;;det_1106;;;;;;
-70.32568967;-33.16763575;COM00744.02;Los Bronces;;Confluencia;;Concentrator;Copper;;;;;;;;;Chile;CHL;;;;;det_1106;;;;;;
-70.2864456;-33.14777367;COM00744.03;Los Bronces;;Los Bronces;;Mine;Copper;Copper;;;;;;;;Chile;CHL;;;;;det_1103;;;;;;
-11.39201134;13.03370995;COM00748.01;Loulo - Gounkoto;;Yalea;;Mine;Other mine;Gold;Underground;;;;;;;Mali;MLI;;;;;det_1024;;;;;;
-11.38732079;12.87772259;COM00748.03;Loulo - Gounkoto;;Gounkoto;;Mine;Other mine;Gold;Open Pit;;;;;;;Mali;MLI;;;;;det_1024;;;;;;
-11.409056;13.07525003;COM00748.04;Loulo - Gounkoto;;Loulo;;Mine;Other mine;Gold;;;;;;;;Mali;MLI;;;;;det_1024;;;;;;
85.14776688;20.94265485;COM00760.01;Mahanadi Coalfields Limited;;Jagannath;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
85.12066998;20.96107974;COM00760.02;Mahanadi Coalfields Limited;;Bharatpur;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
85.0307774;20.96423283;COM00760.03;Mahanadi Coalfields Limited;;Hingula;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
85.20298778;20.96097459;COM00760.04;Mahanadi Coalfields Limited;;Lingaraj;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
85.04537691;21.07993444;COM00760.05;Mahanadi Coalfields Limited;;Kaniha;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
83.81976653;21.75983628;COM00760.07;Mahanadi Coalfields Limited;;Lakhanpur;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
83.84657705;21.73866528;COM00760.08;Mahanadi Coalfields Limited;;IB Valley;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
83.72929259;22.06032036;COM00760.09;Mahanadi Coalfields Limited;;Basundhara-Garjanbahal;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
83.74941748;22.03287772;COM00760.10;Mahanadi Coalfields Limited;;Kulda-Garajanbahal;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
83.91858316;21.83418309;COM00760.11;Mahanadi Coalfields Limited;;Orient;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
83.90445614;21.8218247;COM00760.12;Mahanadi Coalfields Limited;;Lajkura;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
83.89284917;21.80072303;COM00760.13;Mahanadi Coalfields Limited;;Samaleswari;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1666;;;;;;
-43.49561915;-20.16274096;COM00774.01;Mariana;;Alegria;;Mine;Iron;Iron;Open pit;2000;;;;;;Brazil;BRA;;;;;det_1616;;;;;;
-43.44202562;-20.20044112;COM00774.02;Mariana;;Fabrica Nova;;Mine;Iron;Iron;Open pit;2005;;;;;;Brazil;BRA;;;;;det_1616;;;;;;
-43.40947467;-20.14260755;COM00774.03;Mariana;;Fazendao;;Mine;Iron;Iron;Open pit;1976;;;;;;Brazil;BRA;;;;;det_1616;;;;;;
-43.52386841;-20.25560173;COM00774.04;Mariana;;Timbopeba;;Mine;Iron;Iron;Open pit;1984;;;;;;Brazil;BRA;;;;;det_1617;;;;;;
114.8324293;-0.319706982;COM00793.01;MetCoal;;Lahai;;Mine;Coal;Coal;;;2019;;;;;Indonesia;IDN;;;;;det_1508;;;;;;
114.8780917;-0.110554903;COM00793.02;MetCoal;;Lampunut;;Mine;Coal;Coal;;2019;;;;;;Indonesia;IDN;;;;;det_1508;;;;;;
114.8345407;-0.302518954;COM00793.03;MetCoal;;Haju;;Mine;Coal;Coal;;;;;;;;Indonesia;IDN;;;;;det_1673;;;;;;
-79.38045174;39.18589154;COM00795.01;Mettiki Complex;;Mountain View;;Mine;Coal;Coal;Underground;2006;;;;;;United States of America;USA;;;;;det_1411;;;;;;
-79.42553454;39.26409342;COM00795.02;Mettiki Complex;;Mettiki (MD);;Mine;Coal;Coal;;;;;;;;United States of America;USA;;;;;det_1411;;;;;;
111.6283444;34.82162718;COM00801.01;Mianchi;;Guangou;;Mine;Aluminium;Bauxite;Open pit;;;;;;;China;CHN;;;;;det_1628;;;;;;
137.1352059;-32.74415112;COM00807.01;Middleback Ranges;;Iron Knob;;Mine;Iron;Iron ore;;;;;;;;Australia;AUS;;;;;det_1469;;;;;;
137.147042;-33.00292437;COM00807.03;Middleback Ranges;;Iron Baron;;Mine;Iron;Iron ore;;;;;;;;Australia;AUS;;;;;det_1469;;;;;;
137.1691621;-33.02288261;COM00807.05;Middleback Ranges;;Iron Queen;;Mine;Iron;Iron ore;;;;;;;;Australia;AUS;;;;;det_1469;;;;;;
137.1146056;-33.2500035;COM00807.10;Middleback Ranges;;Iron Duchess;;Mine;Iron;Iron ore;;;;;;;;Australia;AUS;;;;;det_1469;;;;;;
137.1243238;-33.27968743;COM00807.11;Middleback Ranges;;Iron Duke;;Mine;Iron;Iron ore;;;;;;;;Australia;AUS;;;;;det_1469;;;;;;
-43.19435907;-19.9382221;COM00818.01;Minas Centrais;;Agua Limpa;Agua Limpa/Cururu;Mine;Iron;Iron;Open pit;2000;;;;;;Brazil;BRA;;;;;det_1616;;;;;;
-43.59894174;-19.95971324;COM00818.02;Minas Centrais;;Gongo Soco;;Mine;Iron;Iron;Open pit;2000;;;;;;Brazil;BRA;;;;;det_1616;;;;;;
-43.39031991;-19.87053332;COM00818.03;Minas Centrais;;Brucutu;;Mine;Iron;Iron;Open pit;1994;;;;;;Brazil;BRA;;;;;det_1616;;;;;;
-43.78798785;-19.86107948;COM00818.04;Minas Centrais;;Corrego do Meio;;Mine;Iron;Iron;Open pit;2000;;;;;;Brazil;BRA;;;;;det_1617;;;;;;
-43.85534361;-20.42245341;COM00819.01;Minas Itabirito;;Segredo/Joao Pereira;;Mine;Iron;Iron;Open pit;;;;;;;Brazil;BRA;;;;;det_1162;;;;;;
-43.87459076;-20.24945765;COM00819.02;Minas Itabirito;;Sapecado/Galinheiro;;Mine;Iron;Iron;Open pit;;;;;;;Brazil;BRA;;;;;det_1162;;;;;;
150.8652942;-32.32220337;COM00850.01;Mount Arthur;;Mount Arthur North;;Mine;Coal;Thermal bituminous coal;Open pit;;;;;;;Australia;AUS;;;;;det_1608;;;;;;
150.9010073;-32.34777221;COM00850.02;Mount Arthur;;Mount Arthur South;;Mine;Coal;Thermal bituminous coal;Open pit;;;;;;;Australia;AUS;;;;;det_1608;;;;;;
120.3042806;-20.61382837;COM00852.01;Mount Goldsworthy;;Yarrie;;Mine;Iron;Iron;Open pit;;;;;;;Australia;AUS;;;;;det_1608;;;;;;
120.0013086;-20.42028015;COM00852.02;Mount Goldsworthy;;Nimingarra;;Mine;Iron;Iron;Open pit;;;;;;;Australia;AUS;;;;;det_1608;;;;;;
119.536488;-20.35370217;COM00852.04;Mount Goldsworthy;;Mount Goldsworthy;;Mine;Iron;Iron;Open pit;;;;;;;Australia;AUS;;;;;det_1608;;;;;;
119.6793585;-23.35908728;COM00856.01;Mount Newman;;Mount Whaleback;;Mine;Iron;Iron;Open pit;;;;;;;Australia;AUS;;;;;det_1608;;;;;;
151.09899;-32.61571307;COM00857.01;Mount Thorley Warkworth;;Mount Thorley;;Mine;Coal;Thermal coal, Soft coking coal;;;;;;;;Australia;AUS;;;;;det_1486;;;;;;
151.0198522;-32.52373651;COM00857.02;Mount Thorley Warkworth;;Warkworth;;Mine;Coal;Thermal coal, Soft coking coal;;;;;;;;Australia;AUS;;;;;det_1486;;;;;;
30.79131928;69.40694312;COM00909.01;Nornickel Kola Peninsula;;Severny;Severny Gluboky;Mine;Nickel;;Open pit, Underground;;;;;;;Russian Federation;RUS;;;;;det_1201;;;;;;
30.2441916;69.4118331;COM00909.02;Nornickel Kola Peninsula;;Kaula-Kotselvaara;;Mine;Nickel;;Underground;;;;;;;Russian Federation;RUS;;;;;det_1201;;;;;;
88.33697245;69.52463283;COM00910.01;Nornickel Taimyr Peninsula;;Oktyabrsky;;Mine;Nickel;Copper, Nickel;Underground;;;;;;;Russian Federation;RUS;;;;;det_1201;;;;;;
88.31153056;69.56916486;COM00910.02;Nornickel Taimyr Peninsula;;Taimyrsky;;Mine;Nickel;Copper, Nickel;Underground;;;;;;;Russian Federation;RUS;;;;;det_1201;;;;;;
88.46340366;69.53601738;COM00910.03;Nornickel Taimyr Peninsula;;Komsomolsky;;Mine;Nickel;Copper, Nickel;Underground;;;;;;;Russian Federation;RUS;;;;;det_1201;;;;;;
88.44720105;69.49036604;COM00910.04;Nornickel Taimyr Peninsula;;Skalisty;;Mine;Nickel;Copper, Nickel;Underground;;;;;;;Russian Federation;RUS;;;;;det_1201;;;;;;
88.42711451;69.50340954;COM00910.05;Nornickel Taimyr Peninsula;;Mayak;;Mine;Nickel;Copper, Nickel;Underground;;;;;;;Russian Federation;RUS;;;;;det_1201;;;;;;
88.17135369;69.28138574;COM00910.06;Nornickel Taimyr Peninsula;;Zapolyarny;Norilsk-1 deposit, Medvezhy Ruchey;Mine;Nickel;Copper, Nickel;Open pit, Underground;;;;;;;Russian Federation;RUS;;;;;det_1201;;;;;;
95.7604942;27.28596863;COM00914.01;North Eastern Coalfields;;Tikak;Tikak East, Tikak West;Mine;Coal;Coal;Open pit, Underground;1986;;;;;;India;IND;;;;;det_1668;;;;;;
95.89863108;27.30578521;COM00914.03;North Eastern Coalfields;;Tipong;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1671;;;;;;
95.72440283;27.26822504;COM00914.05;North Eastern Coalfields;;Ledo;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1669;;;;;;
82.59109354;24.14274133;COM00918.01;Northern Coalfields Limited;;Amlohri;;Mine;Coal;Coal;;1987;;;;;;India;IND;;;;;det_1665;;;;;;
82.74230504;24.15660746;COM00918.02;Northern Coalfields Limited;;Bina;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1665;;;;;;
82.56357588;24.1748895;COM00918.03;Northern Coalfields Limited;;Block-B;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1665;;;;;;
82.66663638;24.12378823;COM00918.04;Northern Coalfields Limited;;Dudhichua;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1665;;;;;;
82.64354716;24.15536934;COM00918.05;Northern Coalfields Limited;;Jayant;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1665;;;;;;
82.71921366;24.2037409;COM00918.06;Northern Coalfields Limited;;Jhingurda;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1665;;;;;;
82.75177815;24.17312385;COM00918.07;Northern Coalfields Limited;;Kakri;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1665;;;;;;
82.72280311;24.12430217;COM00918.08;Northern Coalfields Limited;;Khadia;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1665;;;;;;
82.75544715;24.1311237;COM00918.09;Northern Coalfields Limited;;Krishnashila;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1665;;;;;;
82.62918468;24.13759137;COM00918.10;Northern Coalfields Limited;;Nigahi;;Mine;Coal;Coal;;;;;;;;India;IND;;;;;det_1665;;;;;;
33.52667797;48.1597244;COM00919.01;Northern GOK;;Annovskiy;;Mine;Iron;Iron;Open pit;;;;;;;Ukraine;UKR;;;;;det_1624;;;;;;
33.54309039;48.11795591;COM00919.02;Northern GOK;;Pervomayskiy;;Mine;Iron;Iron;Open pit;;;;;;;Ukraine;UKR;;;;;det_1624;;;;;;
121.2239732;-30.7068802;COM00920.01;Northern Star Kalgoorlie Operations;;Kundana;;Mine;Gold;Gold;;;;;;;;Australia;AUS;;;;;det_1492;;;;;;
121.249981;-30.7352822;COM00920.02;Northern Star Kalgoorlie Operations;;Raleigh;;Mine;Gold;Gold;;;;;;;;Australia;AUS;;;;;det_1492;;;;;;
-69.26647415;-22.79194838;COM00955.01;Pampa Norte;;Spence;;Mine;Copper;Copper;Open pit;2006;;;;;;Chile;CHL;;;;;det_1611;;;;;;
-69.26225796;-20.0482687;COM00955.02;Pampa Norte;;Cerro Colorado;;Mine;Copper;Copper;Open pit;;;;;;;Chile;CHL;;;;;det_1608;;;;;;
-44.09510006;-20.09400754;COM00962.01;Paraopeba;;Jangada;;Mine;Iron;Iron;Open pit;2001;;;;;;Brazil;BRA;;;;;det_1616;;;;;;
-44.12790418;-20.10592752;COM00962.02;Paraopeba;;Corrego do Feijao;;Mine;Iron;Iron;Open pit;2003;;;;;;Brazil;BRA;;;;;det_1616;;;;;;
-43.96080244;-20.03952925;COM00962.03;Paraopeba;;Capao Xavier;;Mine;Iron;Iron;Open pit;2004;;;;;;Brazil;BRA;;;;;det_1616;;;;;;
-43.95951409;-20.05538645;COM00962.04;Paraopeba;;Mar Azul;;Mine;Iron;Iron;Open pit;;;;;;;Brazil;BRA;;;;;det_1162;Acquired by Vale in 2006;;;;;
-80.4124643;39.97337973;COM00974.01;Pennsylvania Mining Complex;;Bailey Prep plant;;Mine;Coal;Metallurgical coal;Underground;1984;;;;;;United States of America;USA;;;;;det_1415;;;;;;
-80.47190834;39.91816252;COM00974.02;Pennsylvania Mining Complex;;Bailey;;Mine;Coal;Metallurgical coal;Underground;;;;;;;United States of America;USA;;;;;det_1415;;;;;;
-80.46254743;39.99348554;COM00974.03;Pennsylvania Mining Complex;;Enlow Fork;;Mine;Coal;Metallurgical coal;Underground;1989;;;;;;United States of America;USA;;;;;det_1415;;;;;;
-80.32033792;39.94427821;COM00974.04;Pennsylvania Mining Complex;;Harvey;;Mine;Coal;Metallurgical coal;Underground;2013;;;;;;United States of America;USA;;;;;det_1415;;;;;;
-117.1465835;40.50473023;COM00981.01;Phoenix;;Phoenix;;Mine;Copper;Gold;Open pit;;;;;;;United States of America;USA;;;;;det_1007;;;;;;
-117.2093223;40.84114307;COM00981.02;Phoenix;;Lone Tree;Lone Tree Complex;Mine;Copper;Gold;Open pit;;2007;;;;;United States of America;USA;;;;;det_1006;;;;;;
113.302934;33.7616503;COM00985.01;Pingdingshan Tianan Coal;;Tianan No.1;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.3022141;33.75433248;COM00985.02;Pingdingshan Tianan Coal;;Tianan No.2;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.2663385;33.77751152;COM00985.04;Pingdingshan Tianan Coal;;Tianan No.4;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.2224532;33.78356614;COM00985.05;Pingdingshan Tianan Coal;;Tianan No.5;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.2420053;33.78730145;COM00985.06;Pingdingshan Tianan Coal;;Tianan No.6;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.4295969;33.75875303;COM00985.08;Pingdingshan Tianan Coal;;Tianan No.8;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.3496837;33.75956692;COM00985.10;Pingdingshan Tianan Coal;;Tianan No.10;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.1710574;33.81558898;COM00985.11;Pingdingshan Tianan Coal;;Tianan No.11;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.3687381;33.76088031;COM00985.12;Pingdingshan Tianan Coal;;Tianan No.12;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.3805401;33.88080907;COM00985.13;Pingdingshan Tianan Coal;;Tianan No.13;;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
112.892457;34.05475134;COM00985.16;Pingdingshan Tianan Coal;;Cheonan Chaochuan;;Mine;Coal;Coal;;;;;;;;China;CHN;;;;;det_1379;;;;;;
113.417745;33.81851899;COM00985.17;Pingdingshan Tianan Coal;;Pingbao;Shoushan No.1 Coal Mine;Mine;Coal;Coking coal;Underground;;;;;;;China;CHN;;;;;det_1379;;;;;;
107.6194918;23.42968045;COM00986.01;Pingguo;;Pinggou East;Quanpo;Mine;Aluminium;Bauxite;;;;;;;;China;CHN;;;;;det_1273;;;;;;
107.4797916;23.43582521;COM00986.02;Pingguo;;Pinggou North;Burongcun;Mine;Aluminium;Bauxite;;;;;;;;China;CHN;;;;;det_1273;;;;;;
107.5050421;23.33778828;COM00986.03;Pingguo;;Dashan Aluminium Refinery;;Refinery;Aluminium;Alumina, Aluminium;;;;;;;;China;CHN;;;;;det_1273;;;;;;
112.3136784;39.47444598;COM00987.01;Pingshuo;;Antaibao;;Mine;Coal;Coal;Open pit;;;;;;;China;CHN;;;;;det_1579;;;;;;
112.3715922;39.46668961;COM00987.02;Pingshuo;;Anjialing;Anjialing No.1, Anjialing No.2;Mine;Coal;Coal;Open pit, Underground;;;;;;;China;CHN;;;;;det_1579;;;;;;
112.3617084;39.44581386;COM00987.03;Pingshuo;;Jingdong;;Mine;Coal;Coal;;;;;;;;China;CHN;;;;;det_1579;;;;;;
112.4266076;39.5489937;COM00987.04;Pingshuo;;Pingshuo;;Mine;Coal;Coal;;;;;;;;China;CHN;;;;;det_1579;;;;;;
16.06511984;51.48657325;COM01000.01;Polkowice-Sieroszowice;;Polkowice;;Mine;Copper;Copper, Silver, Lead, Gold;Underground;;;;;;;Poland;POL;;;;;det_1196;;;;;;
16.04164562;51.55498032;COM01000.02;Polkowice-Sieroszowice;;Radwanice Wschód;;Mine;Copper;Copper, Silver, Lead, Gold;Underground;;;;;;;Poland;POL;;;;;det_1196;;;;;;
16.01977974;51.50784799;COM01000.03;Polkowice-Sieroszowice;;Sieroszowice;;Mine;Copper;Copper, Silver, Lead, Gold;Underground;;;;;;;Poland;POL;;;;;det_1196;;;;;;
16.0132314;51.59523427;COM01000.04;Polkowice-Sieroszowice;;Gaworzyce;;Mine;Copper;Copper, Silver, Lead, Gold;Underground;;;;;;;Poland;POL;;;;;det_1196;;;;;;
106.5682149;-6.660009759;COM01003.01;Pongkor and Cibaliung;;Pongkor;;Mine;Gold;Gold;;;;;;;;Indonesia;IDN;;;;;det_1312;;;;;;
105.633184;-6.751048748;COM01003.02;Pongkor and Cibaliung;;Cibaliung;;Mine;Gold;Gold;;;;;;;;Indonesia;IDN;;;;;det_1312;;;;;;
115.5050797;-2.306479114;COM01016.01;PT Adaro Indonesia;;Paringin;;Mine;Coal;Coal;;;;;;;;Indonesia;IDN;;;;;det_1508;;;;;;
115.5745722;-2.138643587;COM01016.02;PT Adaro Indonesia;;Tutupan;;Mine;Coal;Coal;;;;;;;;Indonesia;IDN;;;;;det_1508;;;;;;
115.4770655;-2.173478079;COM01016.03;PT Adaro Indonesia;;Wara;;Mine;Coal;Coal;;;;;;;;Indonesia;IDN;;;;;det_1508;;;;;;
115.5271384;-2.205892647;COM01016.04;PT Adaro Indonesia;;Angsana;;Mine;Coal;Coal;;;;;;;;Indonesia;IDN;;;;;det_1508;;;;;;
115.2315653;-2.941436502;COM01019.01;PT Antang Gunung Meratus;;Block 1;;Mine;Coal;Coal;;;;;;;;Indonesia;IDN;;;;;det_1518;;;;;;
115.2737926;-2.861172636;COM01019.03;PT Antang Gunung Meratus;;Block 3;;Mine;Coal;Coal;;;;;;;;Indonesia;IDN;;;;;det_1518;;;;;;
103.153792;-2.508104337;COM01020.01;PT Atlas Resources Tbk;;Mutara Hub;;Mine;Coal;Thermal coal;;;;;;;410;Indonesia;IDN;;;;;det_1516;;;;;;
116.8290713;-0.12036266;COM01020.02;PT Atlas Resources Tbk;;Kukar Hub Borneo Minerals;;Mine;Coal;Thermal coal, Metallurgical coal;;;;;;;9.33;Indonesia;IDN;;;;;det_1516;;;;;;
117.2735163;-0.618117137;COM01020.03;PT Atlas Resources Tbk;;Kukar Hub Alhasanie;;Mine;Coal;Thermal coal, Metallurgical coal;;;;;;;13.89;Indonesia;IDN;;;;;det_1516;;;;;;
117.1754739;2.394733485;COM01020.04;PT Atlas Resources Tbk;;Berau Hub;;Mine;Coal;Thermal coal;;;;;;;150;Indonesia;IDN;;;;;det_1516;;;;;;
115.9827442;-0.56051383;COM01020.05;PT Atlas Resources Tbk;;Kubar Hub Diva Kencana Borneo;;Mine;Coal;Thermal coal;;;;;;;48.64;Indonesia;IDN;;;;;det_1516;;;;;;
115.5876472;0.711713117;COM01020.06;PT Atlas Resources Tbk;;Kubar Hub Karya Borneo Agung;;Mine;Coal;Thermal coal;;;;;;;100;Indonesia;IDN;;;;;det_1516;;;;;;
104.2397281;-4.098013207;COM01020.07;PT Atlas Resources Tbk;;Oku Hub Hanson Energy Bataraja;;Mine;Coal;Coal;;;;;;;40;Indonesia;IDN;;;;;det_1516;;;;;;
104.364888;-4.255829396;COM01020.08;PT Atlas Resources Tbk;;Oku Hub Ogan Energy;;Mine;Coal;Coal;;;;;;;149.9;Indonesia;IDN;;;;;det_1516;;;;;;
104.0446356;-4.701618939;COM01020.09;PT Atlas Resources Tbk;;Oku Hub Anugrah Energy;;Mine;Coal;Coal;;;;;;;48.5;Indonesia;IDN;;;;;det_1516;;;;;;
137.9812639;-2.319267395;COM01020.10;PT Atlas Resources Tbk;;Papua Hub Karya Manunggal;;Mine;Coal;Coal;;;;;;;500;Indonesia;IDN;;;;;det_1516;;;;;;
138.3840096;-2.763495251;COM01020.11;PT Atlas Resources Tbk;;Papua Inti Energi;;Mine;Coal;Coal;;;;;;;500;Indonesia;IDN;;;;;det_1516;;;;;;
121.3261062;-1.88147806;COM01028.01;PT Central Omega Resources Tbk;;PT Mulia Pacifc Resources;MPR;Mine;Other (poly)-metallic;Nickel;;2011;;;;;47.8;Indonesia;IDN;;;;;det_1525;located in Morowali Utara, Central Sulawesi;;;;;
121.3390968;-1.961958312;COM01028.02;PT Central Omega Resources Tbk;;PT Itamatra Nusantara;IMN;Mine;Other (poly)-metallic;Nickel;;2013;;;;;9.74;Indonesia;IDN;;;;;det_1525;located in Morowali Utara, Central Sulawesi;;;;;
122.4385806;-3.821142345;COM01028.03;PT Central Omega Resources Tbk;;Bumi Konawe Abadi;BKA;Mine;Other (poly)-metallic;Nickel;;2011;;;;;4.386;Indonesia;IDN;;;;;det_1525;located in Sawa, Konawe Utara Regency, South Sulawesi;;;;;
116.5513109;-0.357246168;COM01029.01;PT Gunungbayan Pratamacoal;;Block 1;;Mine;Coal;Bituminous coal, Semi-soft coking coal;;;2019;;;;;Indonesia;IDN;;;;;det_1519;;;;;;
